sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
chr22:32841971-32841990_BPIFC_-	BPIFC	19667	44129	19667	44129	1.1659	2.9918e+08	2.9475e+07	4.5057	1	3.3089e-06	6.6178e-06	0.00012372	True
chr5:161116689-161116708_GABRA6_-	GABRA6	2086	6133.4	2086	6133.4	1.5555	8.191e+06	8.1855e+05	4.4736	1	3.8864e-06	7.7728e-06	0.00014289	True
chr11:102465397-102465416_MMP20_+	MMP20	10383	24872	10383	24872	1.2602	1.0497e+08	1.0623e+07	4.4455	1	4.3881e-06	8.7762e-06	0.00015869	True
chr4:4199580-4199599_OTOP1_+	OTOP1	29778	63270	29778	63270	1.0873	5.6086e+08	5.7184e+07	4.429	1	4.7342e-06	9.4684e-06	0.00016845	True
chr6:132910009-132910028_TAAR5_-	TAAR5	20223	44645	20223	44645	1.1425	2.9822e+08	3.0816e+07	4.3994	0.99999	5.4272e-06	1.0854e-05	0.00019004	True
chr4:189061081-189061100_TRIML1_+	TRIML1	23895	51678	23895	51678	1.1128	3.8596e+08	4.0229e+07	4.3804	0.99999	5.9225e-06	1.1845e-05	0.00020414	True
chr19:8808906-8808925_ACTL9_-	ACTL9	18139	40262	18139	40262	1.1503	2.4472e+08	2.5902e+07	4.3469	0.99999	6.9052e-06	1.381e-05	0.00023173	True
chr19:56243795-56243814_NLRP9_-	NLRP9	16437	36882	16437	36882	1.1659	2.0899e+08	2.2129e+07	4.346	0.99999	6.9329e-06	1.3866e-05	0.00023173	True
chr11:57145200-57145219_PRG3_-	PRG3	22713	49032	22713	49032	1.1102	3.4635e+08	3.7098e+07	4.3211	0.99999	7.7629e-06	1.5526e-05	0.0002556	True
chr11:57145227-57145246_PRG3_+	PRG3	19645	42952	19645	42952	1.1285	2.716e+08	2.9422e+07	4.2968	0.99999	8.6666e-06	1.7333e-05	0.00028115	True
chr12:48962907-48962926_LALBA_-	LALBA	14336	32392	14336	32392	1.1759	1.6301e+08	1.7785e+07	4.2815	0.99999	9.2861e-06	1.8572e-05	0.00029689	True
chr4:88533648-88533667_DSPP_+	DSPP	11373	26269	11373	26269	1.2077	1.1096e+08	1.2286e+07	4.25	0.99999	1.0696e-05	2.1392e-05	0.000333	True
chr16:2024197-2024216_TBL3_-	TBL3	10763	25012	10763	25012	1.2165	1.0152e+08	1.125e+07	4.2483	0.99999	1.0777e-05	2.1554e-05	0.000333	True
chr7:99013760-99013779_BUD31_-	BUD31	13842	31250	13842	31250	1.1748	1.5153e+08	1.6816e+07	4.2453	0.99999	1.092e-05	2.184e-05	0.000333	True
chr10:74914135-74914154_ECD_+	ECD	27194	57026	27194	57026	1.0683	4.4497e+08	4.9465e+07	4.2416	0.99999	1.1097e-05	2.2193e-05	0.000333	True
chr13:25376508-25376527_RNF17_+	RNF17	16114	35746	16114	35746	1.1494	1.9271e+08	2.1437e+07	4.2402	0.99999	1.1171e-05	2.2341e-05	0.000333	True
chr13:114307222-114307241_ATP4B_-	ATP4B	20094	43409	20094	43409	1.1112	2.718e+08	3.0502e+07	4.2216	0.99999	1.213e-05	2.4259e-05	0.00035677	True
chr19:3771722-3771741_RAX2_-	RAX2	35694	72369	35694	72369	1.0197	6.7254e+08	7.6386e+07	4.1963	0.99999	1.3565e-05	2.713e-05	0.00039374	True
chr3:164776839-164776858_SI_-	SI	31843	65262	31843	65262	1.0353	5.5842e+08	6.3649e+07	4.1889	0.99999	1.4016e-05	2.8033e-05	0.00039734	True
chr1:26517863-26517882_CATSPER4_-	CATSPER4	20089	43217	20089	43217	1.1051	2.6745e+08	3.0492e+07	4.1884	0.99999	1.4049e-05	2.8099e-05	0.00039734	True
chr1:26524490-26524509_CATSPER4_-	CATSPER4	31923	65100	31923	65100	1.028	5.5033e+08	6.3907e+07	4.15	0.99998	1.6621e-05	3.3243e-05	0.00046229	True
chrX:139038517-139038536_CXorf66_+	CXorf66	13344	29864	13344	29864	1.1622	1.3646e+08	1.586e+07	4.1482	0.99998	1.6765e-05	3.3529e-05	0.00046229	True
chrX:105279179-105279198_SERPINA7_-	SERPINA7	8180	19308	8180	19308	1.2389	6.1917e+07	7.2576e+06	4.1307	0.99998	1.8105e-05	3.6209e-05	0.00049307	True
chr4:68788574-68788593_TMPRSS11A_-	TMPRSS11A	21268	45053	21268	45053	1.0829	2.8286e+08	3.34e+07	4.1155	0.99998	1.932e-05	3.864e-05	0.00051717	True
chrX:18665364-18665383_RS1_-	RS1	22128	46668	22128	46668	1.0765	3.011e+08	3.5583e+07	4.1138	0.99998	1.9458e-05	3.8916e-05	0.00051717	True
chr5:176943738-176943757_DDX41_-	DDX41	17104	37008	17104	37008	1.1134	1.9808e+08	2.3581e+07	4.0988	0.99998	2.0772e-05	4.1544e-05	0.00054552	True
chr3:47446570-47446589_PTPN23_-	PTPN23	21578	403.33	21578	403.33	-5.738	2.2419e+08	3.4181e+07	3.9797	3.4498e-05	0.99997	6.8997e-05	0.00089533	False
chr19:10131458-10131477_RDH8_-	RDH8	16019	34331	16019	34331	1.0997	1.6768e+08	2.1235e+07	3.9739	0.99996	3.5356e-05	7.0712e-05	0.00090693	True
chr8:144900545-144900564_PUF60_-	PUF60	31985	1452.2	31985	1452.2	-4.4601	4.6614e+08	6.4106e+07	3.9686	3.6144e-05	0.99996	7.2288e-05	0.00091216	False
chrX:140953240-140953259_MAGEC3_+	MAGEC3	9357.2	21250	9357.2	21250	1.1832	7.0713e+07	8.9964e+06	3.9649	0.99996	3.6749e-05	7.3498e-05	0.00091216	True
chr19:57647358-57647377_ZIM3_-	ZIM3	16733	35649	16733	35649	1.0911	1.7892e+08	2.2768e+07	3.9644	0.99996	3.68e-05	7.3601e-05	0.00091216	True
chr17:7400324-7400343_POLR2A_-	POLR2A	25505	743.16	25505	743.16	-5.0991	3.0657e+08	4.4647e+07	3.9578	3.7825e-05	0.99996	7.565e-05	0.00092713	False
chr8:144903841-144903860_PUF60_-	PUF60	26565	881.92	26565	881.92	-4.9112	3.2981e+08	4.7648e+07	3.9449	3.9911e-05	0.99996	7.9823e-05	0.00096752	False
chr1:231339653-231339672_TRIM67_+	TRIM67	12865	28021	12865	28021	1.123	1.1486e+08	1.4961e+07	3.9185	0.99996	4.4563e-05	8.9126e-05	0.0010685	True
chr13:114309159-114309178_ATP4B_-	ATP4B	9900.8	22143	9900.8	22143	1.1612	7.4938e+07	9.8457e+06	3.9016	0.99995	4.7817e-05	9.5633e-05	0.0011342	True
chr17:7400785-7400804_POLR2A_+	POLR2A	20857	505.63	20857	505.63	-5.3635	2.071e+08	3.2375e+07	3.8878	5.0569e-05	0.99995	0.00010114	0.0011659	False
chr3:140401980-140401999_TRIM42_+	TRIM42	24081	48892	24081	48892	1.0217	3.0781e+08	4.073e+07	3.8878	0.99995	5.0592e-05	0.00010118	0.0011659	True
chr10:120840142-120840161_EIF3A_-	EIF3A	36150	2585.8	36150	2585.8	-3.8048	5.6327e+08	7.7951e+07	3.887	5.0737e-05	0.99995	0.00010147	0.0011659	False
chr1:1509887-1509906_SSU72_-	SSU72	21986	638.51	21986	638.51	-5.1035	2.2786e+08	3.5219e+07	3.8671	5.5063e-05	0.99994	0.00011013	0.0012523	False
chr17:37359232-37359251_RPL19_+	RPL19	8823	51.739	8823	51.739	-7.3864	3.8467e+07	8.19e+06	3.83	6.408e-05	0.99994	0.00012816	0.0014392	False
chr3:183749586-183749605_HTR3D_-	HTR3D	10774	23625	10774	23625	1.1327	8.2573e+07	1.1269e+07	3.8282	0.99994	6.4587e-05	0.00012917	0.0014392	True
chrX:136652159-136652178_ZIC3_-	ZIC3	8927.4	19969	8927.4	19969	1.1614	6.0958e+07	8.3455e+06	3.8221	0.99993	6.6224e-05	0.00013245	0.0014552	True
chrX:47058680-47058699_UBA1_-	UBA1	20383	595	20383	595	-5.0959	1.9577e+08	3.1205e+07	3.8204	6.6626e-05	0.99993	0.00013325	0.0014552	False
chrX:136112975-136112994_GPR101_-	GPR101	24687	49540	24687	49540	1.0048	3.0884e+08	4.2381e+07	3.8176	0.99993	6.7371e-05	0.00013474	0.0014571	True
chr16:2012724-2012743_RPS2_+	RPS2	21740	783.14	21740	783.14	-4.7931	2.1959e+08	3.4591e+07	3.795	7.3829e-05	0.99993	0.00014766	0.0015667	False
chr19:58904835-58904854_RPS5_-	RPS5	20520	660.85	20520	660.85	-4.9545	1.972e+08	3.1543e+07	3.7949	7.3863e-05	0.99993	0.00014773	0.0015667	False
chr15:75932053-75932072_IMP3_+	IMP3	26938	1488.7	26938	1488.7	-4.1766	3.2383e+08	4.8721e+07	3.7867	7.633e-05	0.99992	0.00015266	0.0016037	False
chr6:132910579-132910598_TAAR5_+	TAAR5	18733	38465	18733	38465	1.0379	1.9466e+08	2.727e+07	3.7785	0.99992	7.89e-05	0.0001578	0.0016289	True
chr1:36096908-36096927_PSMB2_+	PSMB2	26366	1435.8	26366	1435.8	-4.1978	3.1076e+08	4.708e+07	3.7781	7.901e-05	0.99992	0.00015802	0.0016289	False
chr4:156764827-156764846_ASIC5_+	ASIC5	13380	28442	13380	28442	1.0879	1.1344e+08	1.5928e+07	3.7742	0.99992	8.0303e-05	0.00016061	0.0016403	True
chr1:16735619-16735638_SPATA21_-	SPATA21	17981	37013	17981	37013	1.0415	1.8111e+08	2.5542e+07	3.7658	0.99992	8.3033e-05	0.00016607	0.0016805	True
chr17:78109901-78109920_EIF4A3_-	EIF4A3	17954	502.1	17954	502.1	-5.1574	1.5229e+08	2.5481e+07	3.7596	8.5091e-05	0.99991	0.00017018	0.0017065	False
chr12:6965910-6965929_USP5_-	USP5	27366	1817.9	27366	1817.9	-3.9113	3.2635e+08	4.9964e+07	3.728	9.6494e-05	0.9999	0.00019299	0.0019177	False
chrX:47058887-47058906_UBA1_-	UBA1	22766	1106.5	22766	1106.5	-4.3615	2.3456e+08	3.7236e+07	3.7252	9.7576e-05	0.9999	0.00019515	0.0019219	False
chr20:5100226-5100245_PCNA_-	PCNA	18173	607.94	18173	607.94	-4.8995	1.5427e+08	2.598e+07	3.7123	0.00010267	0.9999	0.00020535	0.0020044	False
chrX:108684662-108684681_GUCY2F_-	GUCY2F	12005	25529	12005	25529	1.0885	9.1449e+07	1.3394e+07	3.6952	0.99989	0.0001099	0.00021979	0.0021188	True
chr19:35842868-35842887_FFAR1_-	FFAR1	17231	35276	17231	35276	1.0336	1.6279e+08	2.3862e+07	3.6939	0.99989	0.00011045	0.0002209	0.0021188	True
chr8:145669300-145669319_TONSL_-	TONSL	27424	2007.2	27424	2007.2	-3.7715	3.2299e+08	5.0133e+07	3.6906	0.00011185	0.99989	0.00022369	0.002127	False
chr12:72372778-72372797_TPH2_+	TPH2	20889	41839	20889	41839	1.0021	2.1946e+08	3.2453e+07	3.6777	0.99988	0.00011771	0.00023542	0.0021889	True
chrX:105280539-105280558_SERPINA7_-	SERPINA7	21869	43601	21869	43601	0.99544	2.3614e+08	3.492e+07	3.6776	0.99988	0.00011773	0.00023547	0.0021889	True
chr9:6328597-6328616_TPD52L3_-	TPD52L3	21799	43471	21799	43471	0.99576	2.3484e+08	3.4742e+07	3.6769	0.99988	0.00011808	0.00023616	0.0021889	True
chr5:10263350-10263369_CCT5_+	CCT5	21854	1160.6	21854	1160.6	-4.2337	2.141e+08	3.4881e+07	3.6691	0.00012171	0.99988	0.00024342	0.0022012	False
chr19:58899494-58899513_RPS5_+	RPS5	18952	784.32	18952	784.32	-4.593	1.6504e+08	2.7781e+07	3.6689	0.00012178	0.99988	0.00024357	0.0022012	False
chr19:18963058-18963077_UPF1_-	UPF1	34127	3612.3	34127	3612.3	-3.2395	4.6556e+08	7.1098e+07	3.6684	0.00012204	0.99988	0.00024408	0.0022012	False
chr5:1239633-1239652_SLC6A18_-	SLC6A18	20862	41731	20862	41731	1.0002	2.1775e+08	3.2387e+07	3.667	0.99988	0.00012273	0.00024546	0.0022012	True
chr7:53103450-53103469_POM121L12_-	POM121L12	21421	42692	21421	42692	0.99488	2.2622e+08	3.3785e+07	3.6595	0.99987	0.00012638	0.00025275	0.0022458	True
chr8:145668130-145668149_TONSL_+	TONSL	21589	1159.4	21589	1159.4	-4.2177	2.0869e+08	3.4209e+07	3.6577	0.00012725	0.99987	0.00025451	0.0022458	False
chr14:23844993-23845012_IL25_+	IL25	25358	1802.6	25358	1802.6	-3.8135	2.7743e+08	4.4237e+07	3.652	0.00013012	0.99987	0.00026025	0.0022782	False
chr10:120820738-120820757_EIF3A_-	EIF3A	13933	380.99	13933	380.99	-5.1889	9.1823e+07	1.6993e+07	3.6278	0.00014294	0.99986	0.00028589	0.002483	False
chr10:79785941-79785960_POLR3A_-	POLR3A	23060	1525.1	23060	1525.1	-3.9175	2.3187e+08	3.8007e+07	3.6207	0.00014693	0.99985	0.00029386	0.0024922	False
chr10:74912115-74912134_ECD_-	ECD	31025	3179.6	31025	3179.6	-3.2861	3.8768e+08	6.1057e+07	3.6204	0.00014708	0.99985	0.00029417	0.0024922	False
chr5:10261669-10261688_CCT5_+	CCT5	16996	679.66	16996	679.66	-4.6422	1.3311e+08	2.3343e+07	3.6175	0.00014871	0.99985	0.00029741	0.0024922	False
chr15:72859497-72859516_ARIH1_+	ARIH1	25482	1988.4	25482	1988.4	-3.6791	2.7597e+08	4.4583e+07	3.6166	0.00014924	0.99985	0.00029849	0.0024922	False
chr12:6961438-6961457_USP5_-	USP5	19337	971.29	19337	971.29	-4.3139	1.6865e+08	2.8687e+07	3.6152	0.00015006	0.99985	0.00030012	0.0024922	False
chr1:27269254-27269273_NUDC_-	NUDC	23968	1709.7	23968	1709.7	-3.8085	2.4772e+08	4.0428e+07	3.6149	0.00015025	0.99985	0.00030051	0.0024922	False
chr7:88389373-88389392_ZNF804B_-	ZNF804B	22277	43896	22277	43896	0.97848	2.3368e+08	3.5968e+07	3.6047	0.99984	0.00015626	0.00031253	0.0025725	True
chrX:69421832-69421851_DGAT2L6_+	DGAT2L6	17928	36081	17928	36081	1.009	1.6477e+08	2.5421e+07	3.6004	0.99984	0.00015888	0.00031777	0.0025945	True
chr15:72862626-72862645_ARIH1_-	ARIH1	15586	569.13	15586	569.13	-4.7729	1.1276e+08	2.0327e+07	3.5986	0.00015995	0.99984	0.0003199	0.0025945	False
chr17:78113885-78113904_EIF4A3_+	EIF4A3	16713	706.71	16713	706.71	-4.5618	1.2811e+08	2.2726e+07	3.5897	0.00016552	0.99983	0.00033104	0.0026653	False
chr16:57496720-57496739_POLR2C_-	POLR2C	26915	2461.1	26915	2461.1	-3.4505	2.9899e+08	4.8655e+07	3.5817	0.00017065	0.99983	0.00034131	0.002728	False
chr11:44074263-44074282_ACCSL_-	ACCSL	15130	30855	15130	30855	1.028	1.2364e+08	1.9385e+07	3.5716	0.99982	0.00017748	0.00035496	0.0028167	True
chr5:177422853-177422872_PROP1_+	PROP1	16462	33227	16462	33227	1.0132	1.4054e+08	2.2182e+07	3.5596	0.99981	0.00018573	0.00037146	0.0029266	True
chr20:2635578-2635597_NOP56_-	NOP56	10136	205.78	10136	205.78	-5.6154	4.9305e+07	1.0222e+07	3.5576	0.00018712	0.99981	0.00037425	0.0029276	False
chr14:92600406-92600425_CPSF2_-	CPSF2	18406	1034.8	18406	1034.8	-4.1515	1.5088e+08	2.6513e+07	3.546	0.00019554	0.9998	0.00039108	0.0030242	False
chr5:55075848-55075867_DDX4_+	DDX4	15731	31827	15731	31827	1.0166	1.2954e+08	2.0629e+07	3.5439	0.9998	0.0001972	0.0003944	0.0030242	True
chr7:4950834-4950853_MMD2_+	MMD2	33810	4434.3	33810	4434.3	-2.9304	4.3146e+08	7.0047e+07	3.5435	0.00019741	0.9998	0.00039481	0.0030242	False
chr19:48956005-48956024_GRWD1_-	GRWD1	28291	3011.5	28291	3011.5	-3.2314	3.1952e+08	5.2689e+07	3.5405	0.0001997	0.9998	0.0003994	0.0030382	False
chr2:128481928-128481947_WDR33_+	WDR33	10943	277.51	10943	277.51	-5.2963	5.6876e+07	1.1553e+07	3.5285	0.00020899	0.99979	0.00041797	0.003123	False
chr4:88532080-88532099_DSPP_+	DSPP	18517	36759	18517	36759	0.98927	1.664e+08	2.6768e+07	3.5261	0.99979	0.00021092	0.00042185	0.003123	True
chr17:78113879-78113898_EIF4A3_+	EIF4A3	17255	925.43	17255	925.43	-4.2193	1.3333e+08	2.3914e+07	3.5258	0.00021109	0.99979	0.00042218	0.003123	False
chr17:78115162-78115181_EIF4A3_+	EIF4A3	15199	666.73	15199	666.73	-4.5087	1.0559e+08	1.9526e+07	3.5246	0.00021202	0.99979	0.00042404	0.003123	False
chr15:75932050-75932069_IMP3_-	IMP3	26080	2596.4	26080	2596.4	-3.3279	2.7574e+08	4.6266e+07	3.5213	0.00021475	0.99979	0.00042949	0.003123	False
chr4:24556484-24556503_DHX15_+	DHX15	19633	1306.4	19633	1306.4	-3.9085	1.6792e+08	2.9391e+07	3.5204	0.00021545	0.99978	0.0004309	0.003123	False
